handle,*special,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
Abhishek_Yadav123,0,0,23,27,48,0,3,49,23,2,0,19,2,0,0,0,10,3,0,2,132,3,52,0,103,0,0,32,0,2,0,47,0,19,1,1,22
none_should_see,0,1,17,10,40,0,5,47,12,5,0,21,1,0,0,0,9,8,1,5,111,0,47,3,77,1,0,12,1,0,1,26,0,17,0,3,12
ajeetsingha2255,0,1,42,27,102,1,13,112,39,24,2,46,7,0,1,1,14,19,2,16,228,2,121,10,181,1,0,35,4,1,2,71,0,42,2,18,23
Wake-up,3,0,23,17,116,1,7,100,19,8,1,46,4,1,0,0,16,12,4,15,237,2,256,2,254,0,0,45,3,1,8,71,0,73,1,7,26
SOOOOOOM,0,0,3,7,15,0,0,17,2,0,0,3,1,0,0,0,5,2,0,2,46,1,21,0,28,0,0,6,0,0,2,14,0,10,0,0,3
RaisaZaman,1,0,18,13,51,1,5,63,16,3,0,13,4,0,0,0,12,2,2,7,129,0,83,1,100,0,0,20,0,0,1,27,0,26,0,3,14
limon8884,0,0,4,10,13,0,2,29,6,4,0,7,1,0,0,0,4,3,0,3,61,0,16,3,46,0,0,11,1,0,0,14,0,4,0,4,4
tissy,3,0,9,9,24,0,5,27,6,1,0,11,2,0,0,0,4,7,1,2,68,0,27,1,58,1,0,13,2,0,1,27,1,13,0,0,12
IronEdge,1,1,54,34,79,0,22,97,46,45,5,88,20,0,1,1,11,5,4,46,197,1,85,3,156,3,0,47,1,2,14,58,1,21,1,34,29
Io_Vinci,0,3,80,50,124,0,37,122,93,58,9,123,20,0,2,2,16,15,6,55,261,9,126,16,215,6,0,54,11,1,18,81,0,31,2,40,55
djfiend,0,0,5,10,15,0,1,25,2,1,2,3,0,0,0,0,2,3,0,2,51,0,28,2,43,0,0,7,1,0,0,9,0,6,0,1,6
fc_mobile10,0,0,1,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,9,0,5,0,5,0,0,2,0,0,0,0,0,1,0,0,1
lgrandco,2,0,4,11,40,0,3,33,9,4,0,13,2,0,0,0,8,4,0,2,78,0,54,2,71,0,0,17,0,0,1,20,0,19,0,0,5
AbhidiptaRoy2004,1,0,6,3,26,0,2,27,6,0,0,5,1,0,0,0,4,3,0,0,50,0,34,0,51,0,0,10,0,0,0,17,1,15,2,1,3
Quaylapis,0,0,0,5,4,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,14,0,7,0,11,0,0,2,0,0,0,3,0,4,0,0,0
rishirungta7,0,0,3,4,11,0,0,12,1,0,0,0,0,0,0,0,1,2,0,1,28,1,12,0,19,0,0,1,0,0,0,5,0,5,0,0,1
Hell_guy,0,0,2,7,14,0,0,10,6,1,0,13,0,0,0,0,2,2,0,1,34,1,20,0,24,0,0,5,0,0,0,11,0,9,0,1,1
Richie26,1,1,53,25,90,0,23,130,53,17,3,42,6,0,1,2,11,16,2,19,210,5,100,7,156,0,0,38,3,1,3,64,2,34,3,11,27
__Jinx,0,0,5,3,13,0,3,14,5,0,0,6,1,0,0,0,1,0,0,1,40,0,15,0,29,0,0,5,0,0,0,9,0,4,1,0,5
amorphous_burrito,0,2,20,10,39,0,10,25,25,11,2,21,3,0,0,0,5,3,0,8,68,2,30,1,61,0,0,16,0,1,2,21,0,14,1,7,9
qinmeng,0,1,21,14,55,0,7,49,21,4,0,30,5,0,0,0,11,6,1,4,135,1,51,0,96,1,0,21,0,0,1,29,0,15,1,4,13
kaushik90,2,0,16,5,52,0,6,27,13,10,1,22,1,0,0,0,3,6,2,7,62,1,144,0,54,1,0,17,0,0,2,38,0,17,1,0,10
gokulnotre5,0,0,4,4,15,0,1,16,3,0,0,5,2,0,0,0,3,0,0,1,42,0,27,0,32,0,0,2,0,0,0,9,0,11,0,2,4
Bhoomish_Patel,1,4,137,77,216,1,58,234,150,50,13,162,24,2,1,2,28,24,2,53,478,16,262,16,409,3,1,99,3,3,18,168,0,79,7,32,79
aarav_singh,0,1,64,26,100,0,21,116,52,11,1,54,4,0,0,1,18,12,1,14,255,3,122,6,232,1,0,44,1,2,4,94,0,37,2,4,48
dp_man,0,1,170,61,255,0,60,270,149,86,19,210,35,0,0,3,31,21,5,87,553,12,340,20,520,5,2,139,6,1,26,189,0,59,9,60,96
YamlaJatt,0,0,19,11,19,0,7,18,19,5,2,24,2,0,0,0,2,3,0,5,58,0,21,1,55,1,0,19,0,0,0,20,0,7,0,5,14
The_Parzival,0,1,41,31,83,0,12,86,40,9,1,46,7,0,0,0,14,5,1,14,196,2,81,3,153,1,0,37,1,1,4,68,0,25,0,9,36
cLockingTime,4,0,22,18,41,0,4,46,10,1,0,13,1,0,0,0,8,6,1,2,113,2,54,2,83,1,0,17,1,1,0,30,1,20,2,2,15
omarwael227,10,0,30,33,84,0,14,61,49,27,2,60,12,0,0,2,7,7,2,23,153,3,126,5,135,2,0,33,2,1,13,41,0,34,0,16,24
darshanr1,0,0,3,4,10,0,0,7,2,0,0,3,0,0,0,0,1,0,0,0,24,0,10,1,17,0,0,6,0,0,0,7,0,4,0,0,2
Jealous_Peanut,0,0,2,5,11,0,0,6,2,0,0,0,1,0,0,0,4,0,0,0,26,0,11,2,17,0,0,3,0,0,0,9,0,5,0,0,2
pabak,5,0,30,28,83,0,18,88,36,9,2,34,4,1,0,0,11,14,2,15,180,1,103,2,165,0,0,43,4,1,2,65,0,27,0,10,24
pmtbmt,0,0,8,9,41,0,5,38,8,0,0,13,1,0,0,0,3,5,0,1,82,1,36,0,73,0,0,20,0,0,1,33,0,17,0,1,15
MoQui_z,0,0,18,6,30,0,1,24,11,4,1,13,1,0,0,1,2,5,0,4,63,0,26,0,53,0,0,7,0,0,3,13,0,7,1,3,7
wasd0,0,0,7,8,14,0,2,22,6,1,0,7,3,0,0,0,3,2,0,1,53,0,19,0,35,0,0,6,0,0,1,12,0,4,0,2,3
shincoder_001,2,0,6,3,40,0,3,20,2,1,0,11,0,1,0,0,4,1,1,1,64,1,116,0,90,0,0,15,1,0,1,29,0,36,1,0,4
Prince_Emtiaz,8,0,14,16,61,0,8,62,16,9,0,17,2,2,0,1,6,7,1,6,128,3,124,0,139,0,0,32,0,0,5,47,0,49,0,1,14
Steven-_-AbuAlkhair,3,0,136,68,239,0,38,261,167,51,9,152,18,1,0,2,32,19,6,50,566,15,446,4,442,1,0,101,6,5,15,197,1,122,4,27,89
wzhjk,0,1,163,98,252,2,78,312,194,95,28,245,30,0,1,6,43,15,10,92,560,19,254,26,472,6,4,119,9,4,19,159,3,82,7,78,92
arpit_aj,0,0,6,7,41,0,4,39,4,0,0,9,0,0,0,0,5,3,1,0,80,1,54,1,85,0,0,31,0,0,1,23,0,14,0,0,9
pidgeotrattata,3,0,8,4,47,1,4,29,5,3,0,18,1,0,0,0,2,5,0,3,74,0,77,0,106,0,0,15,0,0,1,24,1,22,0,3,3
Levmz7,1,0,26,30,55,0,7,51,8,12,0,31,2,0,0,0,3,3,1,14,98,3,79,1,89,1,0,26,1,0,1,30,0,24,0,4,17
HNO3Acid,0,0,15,14,33,0,6,37,17,2,1,15,1,0,0,0,9,6,1,2,89,0,36,4,66,0,0,12,1,0,0,24,0,11,0,1,10
uday_varshney15,2,0,42,31,83,0,15,86,43,2,2,41,1,0,0,1,15,14,1,4,226,4,138,4,199,2,0,48,1,0,2,87,0,43,0,4,40
srirama94404reddy,0,0,17,9,51,0,5,45,22,4,1,16,4,0,0,0,4,4,0,7,121,2,59,2,97,1,0,21,1,0,2,35,1,27,0,3,21
Codeslinger_alpha,3,1,77,37,120,0,19,131,61,18,5,80,11,0,0,0,16,17,2,20,265,6,178,14,236,4,0,51,6,2,3,73,2,49,5,12,38
TCS_Bhediya,1,2,154,80,291,2,49,306,148,58,12,205,28,1,0,0,37,37,6,54,660,7,465,11,548,3,0,111,8,4,14,208,0,137,7,33,96
krimm110,0,0,2,2,19,0,2,15,2,0,0,3,0,0,0,0,2,1,0,0,35,1,17,1,27,0,0,6,0,0,0,16,0,10,0,0,3
MaxChistiakov,0,0,7,2,16,0,0,16,3,3,0,10,1,0,0,0,3,0,0,2,40,2,21,0,25,0,0,3,0,0,0,6,0,10,0,1,4
Prashant_prashant,1,0,15,12,28,0,3,42,14,3,0,7,3,0,0,0,8,5,0,4,94,4,35,1,84,0,0,16,0,3,1,29,0,8,1,3,9
why_nt,0,0,13,5,31,0,6,38,17,4,2,15,2,0,0,0,14,4,0,2,67,0,36,1,70,0,0,26,0,0,0,20,0,9,1,2,8
mobakry616,1,1,46,24,92,0,5,95,39,9,1,37,9,1,0,1,15,13,2,14,227,4,116,2,154,2,0,25,1,2,3,61,0,31,3,2,32
Rohit_infinity,3,0,4,10,15,0,3,26,5,1,0,5,1,0,0,0,3,1,0,2,56,1,23,0,47,0,0,6,1,0,1,14,0,8,0,0,5
one_eyed_king_kaneki_ken,10,0,52,46,73,0,18,163,46,23,2,64,9,3,1,1,13,16,2,19,199,4,140,3,179,2,0,56,3,1,5,70,1,39,0,8,27
shalvirajpura,0,0,1,3,12,0,1,7,1,0,0,2,0,0,0,0,1,1,0,0,23,0,12,0,20,0,0,5,0,0,0,8,0,7,0,0,0
hitesh2007,0,0,56,22,90,0,9,101,39,9,1,43,3,0,0,1,17,9,1,8,221,2,89,9,189,1,0,51,1,1,1,71,0,39,1,4,44
Manar_Elhabbal7,3,0,30,28,85,0,6,71,24,18,0,16,4,0,0,0,12,13,0,18,139,2,168,2,140,1,0,35,3,1,1,49,0,45,1,7,20
LZL98,0,0,2,4,8,0,0,5,2,0,0,2,0,0,0,0,3,0,0,0,19,1,8,0,15,0,0,5,0,0,0,5,0,3,0,0,1
harshsah006,2,1,41,29,69,0,10,88,33,8,0,35,9,0,1,0,14,13,2,11,188,2,95,6,155,1,1,43,1,0,6,66,0,32,1,8,30
Pallab827,2,1,38,15,79,1,13,88,30,13,1,21,9,0,0,1,19,6,2,12,185,0,121,2,163,3,0,37,2,0,1,52,1,52,6,8,23
koletiyashwanth,2,0,34,34,104,0,13,85,32,10,3,44,4,2,0,2,14,11,1,13,197,2,174,0,194,1,0,45,0,0,5,65,0,50,1,8,35
abhivyaktis04,3,0,6,6,32,0,1,32,5,1,0,10,0,0,0,0,4,1,1,2,67,0,77,0,70,0,0,15,0,0,1,21,1,28,0,0,5
-Kaizer-,3,0,84,30,137,2,29,148,77,23,5,87,13,0,1,0,14,16,2,27,302,6,164,8,264,2,0,79,2,0,6,99,0,58,4,14,50
Hikari87,0,0,9,8,22,0,1,19,5,0,0,4,0,0,0,0,3,3,1,2,53,2,23,1,45,0,0,10,1,0,0,20,0,6,0,0,4
enup1399,0,0,8,3,20,0,5,18,9,0,0,10,1,0,0,0,4,3,0,0,52,0,23,0,46,0,0,12,0,0,1,26,0,11,0,0,15
mohithsaisatya,1,0,12,9,33,0,5,36,21,5,1,19,4,0,0,0,7,6,0,6,71,1,34,0,65,0,0,15,1,0,3,19,0,10,0,5,10
vd_03,0,0,9,7,38,0,1,37,7,1,0,15,0,0,0,0,3,2,1,1,51,3,51,0,61,1,0,12,1,0,0,16,0,17,0,0,5
Himmat_Patel,0,0,11,2,19,0,3,14,7,5,0,9,0,0,0,0,1,1,1,6,42,3,36,0,52,0,0,11,1,0,2,15,0,8,0,2,8
Jenin_Patel,8,0,6,3,50,0,3,22,3,0,0,7,0,1,1,0,6,6,1,0,75,0,129,1,111,0,0,18,2,0,1,31,1,36,0,0,6
wrongAssumption,3,0,35,17,64,0,5,69,24,8,2,24,6,1,0,0,10,7,1,8,145,0,71,3,110,1,0,20,1,2,2,43,0,18,2,6,21
sora13,0,0,50,25,68,0,11,74,48,9,2,54,9,0,0,0,11,5,1,10,177,5,118,3,147,1,0,38,1,1,3,62,0,23,1,5,40
LAKSHIT_LAVANYA_KUMAR,0,1,82,41,113,0,29,139,58,18,3,68,7,0,1,1,18,17,1,18,303,3,157,8,260,4,0,60,4,2,6,112,0,65,3,9,40
arultripathi,2,0,5,5,12,0,1,6,3,0,0,5,2,0,0,0,3,1,0,0,27,0,22,1,17,0,0,4,0,0,0,6,0,12,0,1,3
Pankaj1008,1,1,54,28,86,1,17,102,42,7,1,46,6,0,0,0,12,12,1,7,224,3,94,1,181,1,0,48,1,0,3,78,0,32,0,9,40
NeikuiColacat,0,5,211,122,408,3,88,485,216,82,17,279,32,0,1,8,59,34,5,85,909,24,515,25,793,6,1,172,14,4,23,262,3,165,14,53,117
vanshnotcoding,0,0,42,17,25,0,9,26,25,23,2,39,9,0,0,1,3,3,1,23,83,0,37,12,59,3,0,18,0,1,6,32,0,10,1,22,23
aarg,3,0,9,3,23,0,2,13,1,0,0,4,0,0,0,0,2,2,0,1,40,0,45,0,47,0,0,11,0,0,0,15,1,15,1,0,2
DarkMatrix,4,0,21,11,36,0,5,33,11,0,1,12,1,0,0,0,9,3,0,1,80,4,46,2,64,0,0,19,0,1,0,25,1,11,0,1,12
rage_07,0,0,56,6,83,1,12,92,46,12,1,44,6,0,0,2,14,7,1,16,200,4,130,0,168,1,0,35,0,1,1,73,0,35,2,7,35
DKPROCKS,0,0,5,5,22,0,3,22,3,1,0,6,0,0,0,0,1,1,0,1,57,0,31,0,47,0,0,12,0,0,0,13,0,12,0,0,8
kit27.am12,0,0,1,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,14,0,6,0,12,0,0,2,0,0,0,4,0,4,1,0,1
ashish02.aks,2,0,65,39,116,1,23,148,64,14,3,61,8,0,0,2,13,15,1,18,296,3,146,11,265,1,0,74,1,2,5,107,0,40,2,11,51
Toby_tbc,0,0,2,4,9,0,1,16,4,1,0,4,0,0,0,0,1,3,0,1,33,2,19,1,21,0,0,1,0,0,1,10,0,4,0,1,4
basaisehibanadi,0,0,9,7,16,0,1,24,10,4,0,6,0,0,0,0,3,1,0,4,43,1,18,0,28,0,0,6,0,0,1,13,0,3,0,2,3
Meetu,1,0,4,6,28,0,0,18,7,0,0,5,2,0,0,0,6,3,0,0,69,0,46,0,71,0,0,10,0,0,0,14,0,17,0,1,1
EDWARD7780_1,0,0,0,4,13,0,0,10,0,0,0,1,0,0,0,0,4,1,0,0,20,0,12,0,24,0,0,5,0,0,0,4,0,5,0,0,1
tepakt,0,0,2,3,6,0,0,1,2,0,0,2,1,0,0,0,1,0,0,1,17,0,10,0,10,0,0,3,0,0,1,5,0,6,0,1,2
aftabbhussain,0,0,1,1,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,12,0,7,0,9,0,0,3,0,0,0,8,0,4,0,0,1
dheerajalamuri,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,1,0,0,0,2,0,4,0,0,1
gg18,1,0,23,16,70,0,10,81,24,4,0,21,2,0,0,0,13,9,1,2,178,0,109,0,150,0,0,26,1,1,1,52,0,36,0,4,19
coder_adi_05,0,0,2,3,5,0,0,1,2,0,0,2,2,0,0,0,2,0,0,0,13,0,5,0,8,0,0,2,0,0,0,2,0,3,0,1,1
not_MAHIM,5,0,29,17,103,0,10,77,14,2,0,21,0,1,0,0,12,10,2,1,190,3,201,0,222,0,0,51,2,1,1,62,0,58,0,0,22
Hazrat_Ali9,7,0,26,16,87,0,6,66,20,12,1,29,6,0,0,0,8,8,2,8,156,3,273,1,175,0,0,23,0,1,4,57,0,55,0,5,15
edum,0,0,20,10,34,0,8,28,19,2,1,16,1,0,0,0,6,3,0,4,81,1,31,2,62,0,0,13,0,0,1,25,0,10,1,2,12
mekrishna006,1,0,33,17,64,0,11,67,22,15,0,42,5,0,0,0,9,8,1,10,172,1,66,2,142,2,0,30,1,0,3,50,0,27,1,13,19
Strat42,2,0,43,29,112,1,13,118,40,10,1,43,4,0,0,1,16,15,3,10,265,3,189,0,252,1,0,44,2,1,3,77,0,48,0,9,38
therten,3,2,130,44,209,0,40,194,101,53,4,159,19,1,0,1,27,18,7,50,491,11,358,5,409,4,0,104,5,1,17,174,0,86,7,17,88
M.AbdurRehman,11,0,8,10,36,0,24,34,5,14,0,17,8,0,0,0,8,4,0,11,68,1,56,2,76,0,0,20,1,1,1,20,0,18,0,5,7
Jamil_2502,0,0,11,11,42,0,4,47,9,1,0,11,0,0,0,0,5,8,0,0,102,0,40,0,97,0,0,25,0,0,1,33,0,18,0,1,14
bharath_madhagoni,0,0,2,5,11,0,0,10,1,0,0,3,1,0,0,0,1,1,0,0,27,1,12,0,16,0,0,6,0,0,0,8,0,7,0,1,1
test14567,0,0,1,5,6,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,17,0,4,0,5,0,0,3,0,0,0,2,0,4,0,0,1
AparnaTonni,2,0,19,4,31,0,4,19,15,4,1,17,2,0,0,0,2,3,1,5,62,1,53,1,37,0,0,6,0,0,3,15,0,18,0,3,8
maddy03,3,2,112,25,182,1,21,171,115,31,2,114,14,1,0,1,28,22,4,33,417,8,304,0,340,4,0,68,0,1,10,145,1,82,5,16,65
trovi,2,1,40,18,101,0,16,93,39,16,3,70,4,0,0,0,9,5,1,19,184,3,184,3,185,4,0,47,5,1,4,60,1,39,1,12,28
poxiao019,1,2,78,39,123,0,35,142,92,43,23,100,21,0,2,3,16,14,5,47,274,2,144,20,211,5,0,49,7,0,10,78,0,38,9,33,41
shekhar_sawarni,2,1,55,22,92,1,13,85,38,33,3,73,10,2,0,1,13,7,0,35,217,4,123,9,174,2,0,34,3,2,12,73,2,47,5,24,27
Premarora0309,0,0,0,6,7,0,0,11,1,0,0,2,0,0,0,0,2,0,0,0,16,0,5,0,16,0,0,3,0,0,0,3,0,5,0,0,0
brecon,0,0,1,1,9,0,0,9,1,0,0,1,0,0,0,0,1,0,0,0,17,0,6,0,12,0,0,5,0,0,0,5,0,4,0,0,2
durgesh_uk,0,0,9,8,20,0,6,23,3,1,0,5,0,0,0,0,2,3,0,1,56,0,29,0,55,0,0,16,0,0,1,22,0,13,0,2,10
aliostraa,2,0,21,18,66,1,5,47,36,8,1,28,9,0,1,0,6,11,0,12,103,7,77,3,111,0,1,32,3,1,4,42,4,30,1,7,17
steller-nafees,1,0,5,8,44,0,1,25,3,0,0,6,0,1,0,0,4,3,1,2,71,2,145,0,95,0,0,15,1,0,1,29,0,36,1,0,3
geekyraj,0,0,25,11,45,0,6,48,23,4,1,30,2,0,0,0,11,1,0,7,95,5,56,1,76,0,0,25,0,0,3,30,0,27,0,2,13
Shivansh_24,0,1,44,25,95,0,11,114,49,10,2,45,5,0,0,1,17,5,1,9,237,4,104,0,207,0,0,56,1,1,3,81,0,37,1,9,38
Abid_Shahriar_Sakif,12,0,64,29,172,1,16,170,85,23,5,61,12,3,0,1,23,21,5,17,352,5,337,14,321,0,1,59,3,2,2,139,0,99,2,11,43
CODER_004,0,0,5,4,19,0,4,18,4,1,0,9,0,0,0,0,1,4,0,1,48,0,19,0,42,0,0,5,2,0,0,12,0,10,0,1,5
manaskumar10,1,0,34,5,33,0,6,39,18,9,0,24,5,0,0,1,6,2,0,10,104,1,40,0,70,1,0,21,0,0,2,51,0,16,0,3,28
abramyouseef0,2,0,111,71,189,1,24,203,104,44,9,120,26,0,0,0,22,17,1,53,475,6,247,9,348,1,0,110,2,2,25,142,0,71,2,24,78
Kadir4,0,0,14,4,20,0,4,14,8,2,1,20,1,0,0,0,3,2,0,1,47,1,19,0,48,0,0,11,0,0,1,12,0,8,0,2,12
kit27.ad45,0,0,0,2,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,13,0,6,0,8,0,0,2,0,0,0,0,0,4,0,0,0
pratyasha1808,3,0,12,5,41,0,3,30,6,2,0,10,0,1,0,0,5,10,0,2,85,1,65,1,78,0,0,9,2,0,0,21,1,28,2,1,8
newwares,0,0,26,18,39,0,6,39,22,6,2,27,6,0,0,0,9,4,0,7,98,3,54,3,72,0,0,15,0,0,1,30,0,16,0,6,15
S_26,0,0,23,12,37,1,6,44,13,1,0,9,1,0,0,0,5,3,1,2,106,2,96,0,123,0,0,19,0,0,0,30,0,19,0,0,14
__SchrodingersCat__,4,0,118,75,253,1,41,302,118,61,7,175,34,1,0,8,34,31,6,61,579,16,406,12,500,4,0,125,7,3,21,166,6,102,8,49,77
minus69,0,0,5,6,13,1,1,11,1,0,0,6,0,0,0,0,6,0,0,0,38,0,23,0,31,0,0,7,0,0,0,9,0,8,0,0,2
Tadas,2,1,87,50,182,1,36,236,91,56,9,129,20,2,0,4,29,25,1,63,424,9,367,7,340,1,3,79,5,2,13,137,4,99,6,37,51
DarkDominion,2,1,104,53,194,1,33,186,78,29,4,99,17,0,0,1,26,21,4,31,414,3,227,6,366,3,0,88,2,0,7,142,0,78,4,13,62
ha203811,3,0,68,40,158,1,11,127,44,31,2,53,13,1,0,0,18,12,2,25,293,4,221,11,243,0,0,54,2,2,6,86,1,78,2,10,34
NelsonFrancis,0,0,2,3,1,0,0,3,2,0,0,2,2,0,0,0,2,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,1,0,2,0
warframe,3,1,57,28,90,0,22,80,67,44,5,77,16,0,0,4,16,8,2,47,231,2,87,3,161,1,0,54,2,0,25,72,0,21,3,21,38
Shah_Vivek_official,0,0,30,21,61,0,10,85,35,6,1,32,3,0,0,1,16,7,3,5,165,2,73,0,148,1,0,30,0,0,3,57,0,36,0,7,23
Aditya_4523,7,0,3,4,7,0,1,4,1,0,0,2,0,0,0,0,3,0,0,0,17,0,18,0,15,1,0,1,1,0,0,2,0,4,0,0,0
codapacoda,0,0,0,2,2,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,14,0,2,0,8,0,0,0,0,0,0,4,0,3,0,0,1
Abdur_Rahman_Russel,8,1,34,26,217,1,16,236,40,9,1,56,2,2,0,2,35,26,5,11,501,5,501,1,480,2,0,76,2,1,3,164,1,145,1,4,38
ghostaryan19,0,0,0,3,4,0,0,8,1,0,0,1,0,0,0,0,1,1,0,0,19,1,5,0,17,0,0,2,0,0,0,4,0,3,0,0,0
kumar_shubham15,0,1,110,62,148,1,46,160,76,18,7,85,11,0,1,0,20,16,0,14,354,5,157,12,326,2,0,88,6,1,5,120,2,53,11,10,70
duvvurisamanvith,0,0,13,10,32,0,5,31,13,1,0,13,0,0,0,0,4,5,1,1,91,1,42,0,80,0,0,19,0,0,1,37,0,21,0,1,14
_Jonty_,1,0,8,8,21,0,0,21,5,4,0,8,1,0,0,0,3,5,0,2,49,0,27,0,42,0,0,5,1,0,0,12,0,9,2,2,3
Paryatak123,0,1,32,19,62,0,10,74,37,9,3,37,7,0,0,0,9,12,0,11,175,1,100,2,133,1,0,28,0,2,3,66,0,28,2,7,19
abhiram14555,0,0,3,5,13,0,1,10,4,0,0,7,2,0,0,0,2,1,0,0,33,0,12,0,19,0,0,6,0,0,0,8,0,6,0,1,2
firefoxvaranasi,2,0,29,17,73,0,13,87,32,15,1,41,4,0,0,0,14,9,1,15,184,3,99,3,148,2,0,37,1,0,2,66,0,30,2,7,23
GatoRWade,0,0,6,6,16,0,1,24,6,0,0,5,1,0,0,0,3,2,0,0,55,1,22,0,49,0,0,7,0,0,0,13,0,9,0,0,5
imran67,0,2,93,44,145,1,30,151,70,23,2,80,11,0,0,0,28,18,2,24,338,4,150,4,269,3,0,62,1,2,6,101,1,48,7,16,52
_Dragneel,0,1,60,39,121,0,22,141,62,26,3,66,16,0,1,1,20,19,1,30,279,4,161,4,228,0,0,52,4,0,4,96,1,60,2,21,37
rao_anil,1,1,96,53,191,1,34,213,105,54,6,123,16,1,0,2,24,14,2,54,423,9,288,2,362,1,0,85,2,0,22,167,1,95,4,36,73
gved.16,1,0,3,2,15,0,1,13,2,0,0,3,0,0,0,0,1,1,1,1,33,0,22,1,25,0,0,5,0,0,1,11,0,10,0,1,3
Sheldor.The.Conqueror,0,0,96,43,185,0,32,175,83,33,3,115,14,1,0,1,20,15,1,27,371,7,285,7,327,1,0,97,2,1,9,153,2,94,2,26,70
karnatigurusainathreddy,4,0,95,54,146,0,45,182,102,41,8,126,16,0,1,2,27,20,0,42,373,6,180,20,309,1,0,93,4,0,11,115,2,64,5,28,62
Harsh_Verma14,1,0,27,23,53,0,8,56,24,3,0,18,2,0,0,1,9,7,0,5,155,1,47,2,130,0,0,36,0,0,1,55,1,22,0,5,29
cobby_hobby,2,1,54,40,93,0,13,202,46,5,2,48,4,0,0,0,22,15,1,10,260,6,132,6,206,0,0,51,2,2,1,85,0,46,1,4,33
sanskarsovitkaredison934,1,0,12,11,65,0,4,58,9,2,0,8,1,1,0,0,6,5,1,2,128,2,138,0,147,0,0,26,3,0,1,47,0,45,1,1,8
thepratholic,7,1,73,31,146,0,21,151,51,12,3,64,7,1,0,1,22,21,5,16,305,6,190,16,268,1,1,82,2,4,6,91,1,56,4,7,46
SRIMAN_123,0,0,3,6,11,0,2,11,4,1,0,6,2,0,0,0,5,2,0,0,33,0,17,0,22,0,0,2,0,0,0,8,0,4,0,3,7
pratyushhh,0,0,45,27,42,0,7,55,16,1,1,14,0,0,0,0,6,3,0,1,99,2,54,12,108,0,0,51,1,1,0,36,0,18,4,1,26
shikhar789,0,0,15,22,45,1,7,49,11,0,1,13,4,0,0,0,8,4,0,1,122,1,51,3,121,0,0,32,1,1,0,36,0,21,2,1,13
vbadcoder,0,0,5,4,10,0,0,31,6,1,0,3,0,0,0,0,4,1,0,0,29,2,14,0,29,0,0,10,0,0,0,9,0,8,0,1,3
tmiemie,0,0,6,6,13,0,3,18,9,3,2,9,4,0,0,1,5,1,0,4,42,1,12,2,31,0,0,7,0,0,1,13,0,11,0,0,3
chained,3,0,20,13,64,0,7,38,33,24,1,40,10,0,0,0,6,3,1,25,98,2,129,3,100,0,0,28,3,1,3,32,1,38,1,17,12
sparrow_harsh,3,0,59,26,117,0,18,135,67,14,0,88,7,0,0,0,16,4,1,16,310,4,187,1,211,3,0,53,1,1,3,106,0,60,3,12,40
pranshupareek,0,0,5,5,16,0,2,19,3,4,0,11,1,0,0,1,0,0,1,4,29,0,17,0,30,0,0,4,0,0,0,6,0,8,1,2,5
jm8hit,0,0,4,3,8,0,0,13,1,0,0,4,1,0,0,0,5,0,1,1,29,0,14,0,23,0,0,6,1,0,0,4,0,7,0,1,2
deekshithkm,2,0,21,10,69,1,7,53,27,2,0,24,2,1,0,0,13,4,3,2,153,1,146,0,143,0,0,20,1,0,2,61,0,48,0,2,31
shruvat,0,2,105,46,138,0,31,128,81,30,5,102,18,0,0,1,22,15,1,33,346,3,187,13,262,3,1,59,1,2,7,109,0,44,6,17,73
nishanth14,3,1,87,42,164,0,39,167,80,33,4,104,17,0,0,0,23,14,4,29,373,5,210,4,318,3,0,68,3,2,7,116,0,72,4,21,56
deeputkarsh007,0,0,4,5,25,0,2,20,2,4,1,14,1,0,0,0,4,1,0,2,49,0,22,1,42,0,0,8,0,0,2,9,0,5,0,1,4
urnhishig,4,0,24,11,47,0,5,47,14,5,1,20,2,0,0,0,9,8,1,3,96,1,110,2,101,0,1,16,0,0,1,31,1,33,3,3,12
SanSahu,1,0,50,39,106,0,19,146,51,18,5,70,4,0,0,1,17,22,1,15,271,3,137,7,240,2,0,48,1,2,7,83,2,50,2,11,32
dpatel_108,14,0,5,6,23,0,0,14,3,1,0,4,1,0,0,0,1,4,1,0,39,1,39,1,46,2,0,5,2,0,0,8,0,16,0,0,3
ARISE,3,1,55,37,103,0,13,74,53,28,4,78,15,0,0,0,10,4,3,25,186,5,93,7,136,0,0,47,1,0,9,66,2,35,2,17,28
